Lmod has detected the following error: A different version of the 'GCCcore'
module is already loaded (see output of 'ml').
You should load another 'GCC' module that is compatible with the currently
loaded version of 'GCCcore'.
Use 'ml spider GCC' to get an overview of the available versions.


If you don't understand the warning or error, contact the helpdesk at
hpc@vub.be 
While processing the following module(s):
    Module fullname        Module Filename
    ---------------        ---------------
    GCC/12.3.0             /apps/brussel/RL8/skylake/modules/2023a/all/GCC/12.3.0.lua
    gfbf/2023a             /apps/brussel/RL8/skylake/modules/2023a/all/gfbf/2023a.lua
    sympy/1.12-gfbf-2023a  /apps/brussel/RL8/skylake/modules/2023a/all/sympy/1.12-gfbf-2023a.lua


Due to MODULEPATH changes, the following have been reloaded:
  1) OpenSSL/1.1

== Dataset=Naval Propulsion X.shape=(11934, 16) LogScore/Normal
[iter 1000] loss=-4.6072 val_loss=0.0000 scale=1.0000 norm=0.3803
[iter 1100] loss=-4.6761 val_loss=0.0000 scale=1.0000 norm=0.3877
[iter 1200] loss=-4.7352 val_loss=0.0000 scale=1.0000 norm=0.3966
[iter 1300] loss=-4.7955 val_loss=0.0000 scale=1.0000 norm=0.3988
[iter 1400] loss=-4.8473 val_loss=0.0000 scale=1.0000 norm=0.4036
[iter 1500] loss=-4.9017 val_loss=0.0000 scale=1.0000 norm=0.4007
[iter 1600] loss=-4.9486 val_loss=0.0000 scale=1.0000 norm=0.4040
[iter 1700] loss=-4.9870 val_loss=0.0000 scale=1.0000 norm=0.4084
[iter 1800] loss=-5.0191 val_loss=0.0000 scale=1.0000 norm=0.4132
[iter 1900] loss=-5.0503 val_loss=0.0000 scale=1.0000 norm=0.4144
[8/20] BestIter=2000 RMSE: Val=0.0022 Test=0.0021 NLL: Test=-4.9730
[iter 0] loss=-2.8005 val_loss=0.0000 scale=1.0000 norm=0.3887
[iter 100] loss=-3.0306 val_loss=0.0000 scale=2.0000 norm=0.6637
[iter 200] loss=-3.2954 val_loss=0.0000 scale=1.0000 norm=0.3234
[iter 300] loss=-3.5325 val_loss=0.0000 scale=2.0000 norm=0.6682
[iter 400] loss=-3.7502 val_loss=0.0000 scale=2.0000 norm=0.6903
[iter 500] loss=-3.9496 val_loss=0.0000 scale=1.0000 norm=0.3512
[iter 600] loss=-4.1317 val_loss=0.0000 scale=1.0000 norm=0.3615
[iter 700] loss=-4.2935 val_loss=0.0000 scale=1.0000 norm=0.3624
[iter 800] loss=-4.4208 val_loss=0.0000 scale=1.0000 norm=0.3668
[iter 900] loss=-4.5312 val_loss=0.0000 scale=1.0000 norm=0.3726
[iter 1000] loss=-4.6159 val_loss=0.0000 scale=1.0000 norm=0.3775
[iter 1100] loss=-4.6906 val_loss=0.0000 scale=1.0000 norm=0.3844
[iter 1200] loss=-4.7522 val_loss=0.0000 scale=1.0000 norm=0.3930
[iter 1300] loss=-4.8090 val_loss=0.0000 scale=1.0000 norm=0.3985
[iter 1400] loss=-4.8602 val_loss=0.0000 scale=1.0000 norm=0.4037
[iter 1500] loss=-4.9061 val_loss=0.0000 scale=1.0000 norm=0.4055
[iter 1600] loss=-4.9525 val_loss=0.0000 scale=1.0000 norm=0.4051
[iter 1700] loss=-4.9901 val_loss=0.0000 scale=1.0000 norm=0.4083
[iter 1800] loss=-5.0258 val_loss=0.0000 scale=1.0000 norm=0.4102
[iter 1900] loss=-5.0596 val_loss=0.0000 scale=1.0000 norm=0.4120
[iter 0] loss=-2.7989 val_loss=0.0000 scale=1.0000 norm=0.3869
[iter 100] loss=-3.0237 val_loss=0.0000 scale=1.0000 norm=0.3348
[iter 200] loss=-3.2878 val_loss=0.0000 scale=1.0000 norm=0.3230
[iter 300] loss=-3.5284 val_loss=0.0000 scale=2.0000 norm=0.6687
[iter 400] loss=-3.7462 val_loss=0.0000 scale=1.0000 norm=0.3462
[iter 500] loss=-3.9444 val_loss=0.0000 scale=1.0000 norm=0.3540
[iter 600] loss=-4.1163 val_loss=0.0000 scale=2.0000 norm=0.7219
[iter 700] loss=-4.2811 val_loss=0.0000 scale=1.0000 norm=0.3650
[iter 800] loss=-4.4185 val_loss=0.0000 scale=1.0000 norm=0.3686
[iter 900] loss=-4.5269 val_loss=0.0000 scale=1.0000 norm=0.3768
[iter 1000] loss=-4.6088 val_loss=0.0000 scale=1.0000 norm=0.3835
[iter 1100] loss=-4.6794 val_loss=0.0000 scale=1.0000 norm=0.3891
[iter 1200] loss=-4.7412 val_loss=0.0000 scale=1.0000 norm=0.3962
[iter 1300] loss=-4.7942 val_loss=0.0000 scale=1.0000 norm=0.4023
[iter 1400] loss=-4.8453 val_loss=0.0000 scale=1.0000 norm=0.4046
[iter 1500] loss=-4.8932 val_loss=0.0000 scale=1.0000 norm=0.4071
[iter 1600] loss=-4.9405 val_loss=0.0000 scale=1.0000 norm=0.4076
[iter 1700] loss=-4.9814 val_loss=0.0000 scale=1.0000 norm=0.4106
[iter 1800] loss=-5.0173 val_loss=0.0000 scale=1.0000 norm=0.4130
[iter 1900] loss=-5.0516 val_loss=0.0000 scale=1.0000 norm=0.4134
[9/20] BestIter=2000 RMSE: Val=0.0023 Test=0.0023 NLL: Test=-4.9217
[iter 0] loss=-2.7991 val_loss=0.0000 scale=1.0000 norm=0.3839
[iter 100] loss=-3.0284 val_loss=0.0000 scale=1.0000 norm=0.3317
[iter 200] loss=-3.2941 val_loss=0.0000 scale=1.0000 norm=0.3231
[iter 300] loss=-3.5358 val_loss=0.0000 scale=1.0000 norm=0.3275
[iter 400] loss=-3.7348 val_loss=0.0000 scale=2.0000 norm=0.6780
[iter 500] loss=-3.9201 val_loss=0.0000 scale=1.0000 norm=0.3503
[iter 600] loss=-4.0822 val_loss=0.0000 scale=1.0000 norm=0.3607
[iter 700] loss=-4.2342 val_loss=0.0000 scale=1.0000 norm=0.3699
[iter 800] loss=-4.3814 val_loss=0.0000 scale=1.0000 norm=0.3702
[iter 900] loss=-4.5053 val_loss=0.0000 scale=1.0000 norm=0.3722
[iter 1000] loss=-4.6003 val_loss=0.0000 scale=1.0000 norm=0.3789
[iter 1100] loss=-4.6775 val_loss=0.0000 scale=1.0000 norm=0.3823
[iter 1200] loss=-4.7409 val_loss=0.0000 scale=1.0000 norm=0.3859
[iter 1300] loss=-4.7941 val_loss=0.0000 scale=1.0000 norm=0.3902
[iter 1400] loss=-4.8445 val_loss=0.0000 scale=1.0000 norm=0.3929
[iter 1500] loss=-4.8915 val_loss=0.0000 scale=1.0000 norm=0.3946
[iter 1600] loss=-4.9305 val_loss=0.0000 scale=1.0000 norm=0.3982
[iter 1700] loss=-4.9651 val_loss=0.0000 scale=1.0000 norm=0.4029
[iter 1800] loss=-4.9944 val_loss=0.0000 scale=1.0000 norm=0.4064
[iter 1900] loss=-5.0231 val_loss=0.0000 scale=1.0000 norm=0.4091
[iter 0] loss=-2.8010 val_loss=0.0000 scale=1.0000 norm=0.3850
[iter 100] loss=-3.0255 val_loss=0.0000 scale=2.0000 norm=0.6683
[iter 200] loss=-3.2975 val_loss=0.0000 scale=2.0000 norm=0.6469
[iter 300] loss=-3.5449 val_loss=0.0000 scale=1.0000 norm=0.3293
[iter 400] loss=-3.7433 val_loss=0.0000 scale=2.0000 norm=0.6803
[iter 500] loss=-3.9193 val_loss=0.0000 scale=1.0000 norm=0.3514
[iter 600] loss=-4.0811 val_loss=0.0000 scale=1.0000 norm=0.3595
[iter 700] loss=-4.2303 val_loss=0.0000 scale=1.0000 norm=0.3676
[iter 800] loss=-4.3738 val_loss=0.0000 scale=0.5000 norm=0.1855
[iter 900] loss=-4.4866 val_loss=0.0000 scale=1.0000 norm=0.3759
[iter 1000] loss=-4.5808 val_loss=0.0000 scale=1.0000 norm=0.3777
[iter 1100] loss=-4.6576 val_loss=0.0000 scale=1.0000 norm=0.3802
[iter 1200] loss=-4.7180 val_loss=0.0000 scale=1.0000 norm=0.3865
[iter 1300] loss=-4.7737 val_loss=0.0000 scale=0.5000 norm=0.1954
[iter 1400] loss=-4.8245 val_loss=0.0000 scale=1.0000 norm=0.3912
[iter 1500] loss=-4.8702 val_loss=0.0000 scale=1.0000 norm=0.3952
[iter 1600] loss=-4.9112 val_loss=0.0000 scale=1.0000 norm=0.3986
[iter 1700] loss=-4.9477 val_loss=0.0000 scale=0.5000 norm=0.2003
[iter 1800] loss=-4.9843 val_loss=0.0000 scale=0.5000 norm=0.2002
[iter 1900] loss=-5.0160 val_loss=0.0000 scale=1.0000 norm=0.4033
[10/20] BestIter=2000 RMSE: Val=0.0023 Test=0.0022 NLL: Test=-4.9075
[iter 0] loss=-2.8011 val_loss=0.0000 scale=1.0000 norm=0.3852
[iter 100] loss=-3.0356 val_loss=0.0000 scale=2.0000 norm=0.6651
[iter 200] loss=-3.3016 val_loss=0.0000 scale=1.0000 norm=0.3231
[iter 300] loss=-3.5438 val_loss=0.0000 scale=1.0000 norm=0.3309
[iter 400] loss=-3.7579 val_loss=0.0000 scale=1.0000 norm=0.3400
[iter 500] loss=-3.9570 val_loss=0.0000 scale=1.0000 norm=0.3501
[iter 600] loss=-4.1263 val_loss=0.0000 scale=1.0000 norm=0.3598
[iter 700] loss=-4.2763 val_loss=0.0000 scale=1.0000 norm=0.3649
[iter 800] loss=-4.3984 val_loss=0.0000 scale=1.0000 norm=0.3704
[iter 900] loss=-4.5030 val_loss=0.0000 scale=1.0000 norm=0.3749
[iter 1000] loss=-4.6021 val_loss=0.0000 scale=1.0000 norm=0.3809
[iter 1100] loss=-4.6787 val_loss=0.0000 scale=1.0000 norm=0.3901
[iter 1200] loss=-4.7432 val_loss=0.0000 scale=1.0000 norm=0.3932
[iter 1300] loss=-4.8021 val_loss=0.0000 scale=0.5000 norm=0.1984
[iter 1400] loss=-4.8496 val_loss=0.0000 scale=1.0000 norm=0.4001
[iter 1500] loss=-4.9048 val_loss=0.0000 scale=1.0000 norm=0.3985
[iter 1600] loss=-4.9510 val_loss=0.0000 scale=0.5000 norm=0.2013
[iter 1700] loss=-4.9964 val_loss=0.0000 scale=1.0000 norm=0.4031
[iter 1800] loss=-5.0353 val_loss=0.0000 scale=1.0000 norm=0.4054
[iter 1900] loss=-5.0661 val_loss=0.0000 scale=1.0000 norm=0.4103
[iter 0] loss=-2.7993 val_loss=0.0000 scale=1.0000 norm=0.3852
[iter 100] loss=-3.0233 val_loss=0.0000 scale=1.0000 norm=0.3334
[iter 200] loss=-3.2909 val_loss=0.0000 scale=1.0000 norm=0.3234
[iter 300] loss=-3.5335 val_loss=0.0000 scale=1.0000 norm=0.3317
[iter 400] loss=-3.7444 val_loss=0.0000 scale=1.0000 norm=0.3411
[iter 500] loss=-3.9339 val_loss=0.0000 scale=1.0000 norm=0.3523
[iter 600] loss=-4.1177 val_loss=0.0000 scale=1.0000 norm=0.3587
[iter 700] loss=-4.2674 val_loss=0.0000 scale=1.0000 norm=0.3667
[iter 800] loss=-4.4065 val_loss=0.0000 scale=1.0000 norm=0.3688
[iter 900] loss=-4.5257 val_loss=0.0000 scale=1.0000 norm=0.3728
[iter 1000] loss=-4.6155 val_loss=0.0000 scale=1.0000 norm=0.3801
[iter 1100] loss=-4.6869 val_loss=0.0000 scale=1.0000 norm=0.3869
[iter 1200] loss=-4.7458 val_loss=0.0000 scale=1.0000 norm=0.3932
[iter 1300] loss=-4.8003 val_loss=0.0000 scale=1.0000 norm=0.3983
[iter 1400] loss=-4.8516 val_loss=0.0000 scale=1.0000 norm=0.4026
[iter 1500] loss=-4.9025 val_loss=0.0000 scale=1.0000 norm=0.4032
[iter 1600] loss=-4.9473 val_loss=0.0000 scale=1.0000 norm=0.4042
[iter 1700] loss=-4.9823 val_loss=0.0000 scale=1.0000 norm=0.4091
[iter 1800] loss=-5.0170 val_loss=0.0000 scale=1.0000 norm=0.4117
[iter 1900] loss=-5.0503 val_loss=0.0000 scale=1.0000 norm=0.4131
[11/20] BestIter=2000 RMSE: Val=0.0022 Test=0.0021 NLL: Test=-4.9049
[iter 0] loss=-2.8033 val_loss=0.0000 scale=1.0000 norm=0.3882
[iter 100] loss=-3.0264 val_loss=0.0000 scale=1.0000 norm=0.3373
[iter 200] loss=-3.2987 val_loss=0.0000 scale=1.0000 norm=0.3253
[iter 300] loss=-3.5532 val_loss=0.0000 scale=1.0000 norm=0.3284
[iter 400] loss=-3.7635 val_loss=0.0000 scale=2.0000 norm=0.6787
[iter 500] loss=-3.9501 val_loss=0.0000 scale=2.0000 norm=0.6999
[iter 600] loss=-4.1074 val_loss=0.0000 scale=1.0000 norm=0.3604
[iter 700] loss=-4.2654 val_loss=0.0000 scale=1.0000 norm=0.3642
[iter 800] loss=-4.4031 val_loss=0.0000 scale=1.0000 norm=0.3691
[iter 900] loss=-4.5174 val_loss=0.0000 scale=1.0000 norm=0.3718
[iter 1000] loss=-4.6121 val_loss=0.0000 scale=0.5000 norm=0.1872
[iter 1100] loss=-4.6833 val_loss=0.0000 scale=1.0000 norm=0.3835
[iter 1200] loss=-4.7457 val_loss=0.0000 scale=1.0000 norm=0.3874
[iter 1300] loss=-4.8017 val_loss=0.0000 scale=1.0000 norm=0.3911
[iter 1400] loss=-4.8541 val_loss=0.0000 scale=1.0000 norm=0.3941
[iter 1500] loss=-4.9052 val_loss=0.0000 scale=1.0000 norm=0.3960
[iter 1600] loss=-4.9472 val_loss=0.0000 scale=1.0000 norm=0.4010
[iter 1700] loss=-4.9816 val_loss=0.0000 scale=1.0000 norm=0.4075
[iter 1800] loss=-5.0107 val_loss=0.0000 scale=1.0000 norm=0.4127
[iter 1900] loss=-5.0425 val_loss=0.0000 scale=1.0000 norm=0.4154
[iter 0] loss=-2.8028 val_loss=0.0000 scale=1.0000 norm=0.3872
[iter 100] loss=-3.0268 val_loss=0.0000 scale=1.0000 norm=0.3350
[iter 200] loss=-3.2844 val_loss=0.0000 scale=1.0000 norm=0.3244
[iter 300] loss=-3.5220 val_loss=0.0000 scale=1.0000 norm=0.3297
[iter 400] loss=-3.7350 val_loss=0.0000 scale=1.0000 norm=0.3410
[iter 500] loss=-3.9142 val_loss=0.0000 scale=1.0000 norm=0.3515
[iter 600] loss=-4.0780 val_loss=0.0000 scale=1.0000 norm=0.3586
[iter 700] loss=-4.2367 val_loss=0.0000 scale=1.0000 norm=0.3619
[iter 800] loss=-4.3701 val_loss=0.0000 scale=1.0000 norm=0.3648
[iter 900] loss=-4.4843 val_loss=0.0000 scale=1.0000 norm=0.3650
[iter 1000] loss=-4.5701 val_loss=0.0000 scale=1.0000 norm=0.3707
[iter 1100] loss=-4.6438 val_loss=0.0000 scale=1.0000 norm=0.3772
[iter 1200] loss=-4.6995 val_loss=0.0000 scale=1.0000 norm=0.3857
[iter 1300] loss=-4.7535 val_loss=0.0000 scale=0.5000 norm=0.1951
[iter 1400] loss=-4.8081 val_loss=0.0000 scale=1.0000 norm=0.3924
[iter 1500] loss=-4.8534 val_loss=0.0000 scale=1.0000 norm=0.3968
[iter 1600] loss=-4.8980 val_loss=0.0000 scale=1.0000 norm=0.3986
[iter 1700] loss=-4.9379 val_loss=0.0000 scale=1.0000 norm=0.4014
[iter 1800] loss=-4.9747 val_loss=0.0000 scale=1.0000 norm=0.4041
[iter 1900] loss=-5.0082 val_loss=0.0000 scale=1.0000 norm=0.4065
[12/20] BestIter=2000 RMSE: Val=0.0021 Test=0.0022 NLL: Test=-4.9007
[iter 0] loss=-2.8023 val_loss=0.0000 scale=1.0000 norm=0.3873
[iter 100] loss=-3.0361 val_loss=0.0000 scale=1.0000 norm=0.3342
[iter 200] loss=-3.2952 val_loss=0.0000 scale=1.0000 norm=0.3228
[iter 300] loss=-3.5513 val_loss=0.0000 scale=1.0000 norm=0.3284
[iter 400] loss=-3.7595 val_loss=0.0000 scale=1.0000 norm=0.3385
[iter 500] loss=-3.9406 val_loss=0.0000 scale=1.0000 norm=0.3484
[iter 600] loss=-4.1108 val_loss=0.0000 scale=1.0000 norm=0.3558
[iter 700] loss=-4.2690 val_loss=0.0000 scale=1.0000 norm=0.3649
[iter 800] loss=-4.3977 val_loss=0.0000 scale=1.0000 norm=0.3730
[iter 900] loss=-4.5051 val_loss=0.0000 scale=1.0000 norm=0.3737
[iter 1000] loss=-4.5909 val_loss=0.0000 scale=0.5000 norm=0.1900
[iter 1100] loss=-4.6636 val_loss=0.0000 scale=1.0000 norm=0.3882
[iter 1200] loss=-4.7267 val_loss=0.0000 scale=1.0000 norm=0.3932
[iter 1300] loss=-4.7867 val_loss=0.0000 scale=1.0000 norm=0.3966
[iter 1400] loss=-4.8384 val_loss=0.0000 scale=1.0000 norm=0.4029
[iter 1500] loss=-4.8893 val_loss=0.0000 scale=1.0000 norm=0.4038
[iter 1600] loss=-4.9367 val_loss=0.0000 scale=1.0000 norm=0.4035
[iter 1700] loss=-4.9766 val_loss=0.0000 scale=1.0000 norm=0.4069
[iter 1800] loss=-5.0115 val_loss=0.0000 scale=1.0000 norm=0.4106
[iter 1900] loss=-5.0454 val_loss=0.0000 scale=1.0000 norm=0.4133
[iter 0] loss=-2.8011 val_loss=0.0000 scale=1.0000 norm=0.3853
[iter 100] loss=-3.0258 val_loss=0.0000 scale=1.0000 norm=0.3331
[iter 200] loss=-3.2942 val_loss=0.0000 scale=1.0000 norm=0.3219
[iter 300] loss=-3.5321 val_loss=0.0000 scale=2.0000 norm=0.6579
[iter 400] loss=-3.7466 val_loss=0.0000 scale=1.0000 norm=0.3404
[iter 500] loss=-3.9319 val_loss=0.0000 scale=1.0000 norm=0.3510
[iter 600] loss=-4.0986 val_loss=0.0000 scale=1.0000 norm=0.3597
[iter 700] loss=-4.2524 val_loss=0.0000 scale=1.0000 norm=0.3667
[iter 800] loss=-4.3878 val_loss=0.0000 scale=2.0000 norm=0.7332
[iter 900] loss=-4.5000 val_loss=0.0000 scale=1.0000 norm=0.3675
[iter 1000] loss=-4.5885 val_loss=0.0000 scale=1.0000 norm=0.3734
[iter 1100] loss=-4.6605 val_loss=0.0000 scale=0.5000 norm=0.1904
[iter 1200] loss=-4.7188 val_loss=0.0000 scale=0.5000 norm=0.1949
[iter 1300] loss=-4.7695 val_loss=0.0000 scale=1.0000 norm=0.3932
[iter 1400] loss=-4.8166 val_loss=0.0000 scale=1.0000 norm=0.3967
[iter 1500] loss=-4.8644 val_loss=0.0000 scale=1.0000 norm=0.3998
[iter 1600] loss=-4.9093 val_loss=0.0000 scale=1.0000 norm=0.4020
[iter 1700] loss=-4.9513 val_loss=0.0000 scale=1.0000 norm=0.4036
[iter 1800] loss=-4.9894 val_loss=0.0000 scale=1.0000 norm=0.4068
[iter 1900] loss=-5.0234 val_loss=0.0000 scale=1.0000 norm=0.4095
[13/20] BestIter=2000 RMSE: Val=0.0021 Test=0.0023 NLL: Test=-4.8906
[iter 0] loss=-2.8022 val_loss=0.0000 scale=1.0000 norm=0.3858
[iter 100] loss=-3.0324 val_loss=0.0000 scale=1.0000 norm=0.3344
[iter 200] loss=-3.3004 val_loss=0.0000 scale=1.0000 norm=0.3215
[iter 300] loss=-3.5474 val_loss=0.0000 scale=1.0000 norm=0.3325
[iter 400] loss=-3.7572 val_loss=0.0000 scale=1.0000 norm=0.3437
[iter 500] loss=-3.9465 val_loss=0.0000 scale=1.0000 norm=0.3553
[iter 600] loss=-4.1248 val_loss=0.0000 scale=1.0000 norm=0.3596
[iter 700] loss=-4.2891 val_loss=0.0000 scale=1.0000 norm=0.3674
[iter 800] loss=-4.4202 val_loss=0.0000 scale=1.0000 norm=0.3731
[iter 900] loss=-4.5253 val_loss=0.0000 scale=1.0000 norm=0.3819
[iter 1000] loss=-4.6121 val_loss=0.0000 scale=1.0000 norm=0.3874
[iter 1100] loss=-4.6773 val_loss=0.0000 scale=1.0000 norm=0.3944
[iter 1200] loss=-4.7366 val_loss=0.0000 scale=1.0000 norm=0.3965
[iter 1300] loss=-4.7938 val_loss=0.0000 scale=1.0000 norm=0.3974
[iter 1400] loss=-4.8444 val_loss=0.0000 scale=1.0000 norm=0.4024
[iter 1500] loss=-4.8883 val_loss=0.0000 scale=0.5000 norm=0.2046
[iter 1600] loss=-4.9317 val_loss=0.0000 scale=1.0000 norm=0.4113
[iter 1700] loss=-4.9747 val_loss=0.0000 scale=1.0000 norm=0.4109
[iter 1800] loss=-5.0120 val_loss=0.0000 scale=1.0000 norm=0.4135
[iter 1900] loss=-5.0468 val_loss=0.0000 scale=1.0000 norm=0.4161
[iter 0] loss=-2.7998 val_loss=0.0000 scale=1.0000 norm=0.3856
[iter 100] loss=-3.0276 val_loss=0.0000 scale=1.0000 norm=0.3349
[iter 200] loss=-3.3026 val_loss=0.0000 scale=1.0000 norm=0.3229
[iter 300] loss=-3.5404 val_loss=0.0000 scale=1.0000 norm=0.3289
[iter 400] loss=-3.7381 val_loss=0.0000 scale=1.0000 norm=0.3427
[iter 500] loss=-3.9268 val_loss=0.0000 scale=2.0000 norm=0.7022
[iter 600] loss=-4.0907 val_loss=0.0000 scale=1.0000 norm=0.3583
[iter 700] loss=-4.2441 val_loss=0.0000 scale=1.0000 norm=0.3604
[iter 800] loss=-4.3687 val_loss=0.0000 scale=1.0000 norm=0.3668
[iter 900] loss=-4.4795 val_loss=0.0000 scale=1.0000 norm=0.3698
[iter 1000] loss=-4.5732 val_loss=0.0000 scale=1.0000 norm=0.3708
[iter 1100] loss=-4.6502 val_loss=0.0000 scale=1.0000 norm=0.3751
[iter 1200] loss=-4.7112 val_loss=0.0000 scale=1.0000 norm=0.3818
[iter 1300] loss=-4.7678 val_loss=0.0000 scale=1.0000 norm=0.3859
[iter 1400] loss=-4.8158 val_loss=0.0000 scale=1.0000 norm=0.3909
[iter 1500] loss=-4.8601 val_loss=0.0000 scale=0.5000 norm=0.1978
[iter 1600] loss=-4.9010 val_loss=0.0000 scale=1.0000 norm=0.3987
[iter 1700] loss=-4.9418 val_loss=0.0000 scale=1.0000 norm=0.4002
[iter 1800] loss=-4.9780 val_loss=0.0000 scale=1.0000 norm=0.4027
[iter 1900] loss=-5.0082 val_loss=0.0000 scale=1.0000 norm=0.4074
[14/20] BestIter=2000 RMSE: Val=0.0022 Test=0.0021 NLL: Test=-4.9295
[iter 0] loss=-2.7981 val_loss=0.0000 scale=1.0000 norm=0.3859
[iter 100] loss=-3.0276 val_loss=0.0000 scale=2.0000 norm=0.6672
[iter 200] loss=-3.2912 val_loss=0.0000 scale=1.0000 norm=0.3227
[iter 300] loss=-3.5285 val_loss=0.0000 scale=2.0000 norm=0.6652
[iter 400] loss=-3.7439 val_loss=0.0000 scale=1.0000 norm=0.3432
[iter 500] loss=-3.9525 val_loss=0.0000 scale=1.0000 norm=0.3522
[iter 600] loss=-4.1391 val_loss=0.0000 scale=1.0000 norm=0.3576
[iter 700] loss=-4.3022 val_loss=0.0000 scale=1.0000 norm=0.3620
[iter 800] loss=-4.4354 val_loss=0.0000 scale=1.0000 norm=0.3704
[iter 900] loss=-4.5437 val_loss=0.0000 scale=1.0000 norm=0.3734
[iter 1000] loss=-4.6349 val_loss=0.0000 scale=1.0000 norm=0.3752
[iter 1100] loss=-4.7111 val_loss=0.0000 scale=1.0000 norm=0.3797
[iter 1200] loss=-4.7739 val_loss=0.0000 scale=1.0000 norm=0.3847
[iter 1300] loss=-4.8292 val_loss=0.0000 scale=0.5000 norm=0.1951
[iter 1400] loss=-4.8813 val_loss=0.0000 scale=1.0000 norm=0.3952
[iter 1500] loss=-4.9278 val_loss=0.0000 scale=1.0000 norm=0.4003
[iter 1600] loss=-4.9692 val_loss=0.0000 scale=1.0000 norm=0.4058
[iter 1700] loss=-5.0060 val_loss=0.0000 scale=1.0000 norm=0.4109
[iter 1800] loss=-5.0381 val_loss=0.0000 scale=1.0000 norm=0.4157
[iter 1900] loss=-5.0680 val_loss=0.0000 scale=1.0000 norm=0.4185
[iter 0] loss=-2.7982 val_loss=0.0000 scale=1.0000 norm=0.3854
[iter 100] loss=-3.0282 val_loss=0.0000 scale=1.0000 norm=0.3318
[iter 200] loss=-3.2862 val_loss=0.0000 scale=1.0000 norm=0.3212
[iter 300] loss=-3.5255 val_loss=0.0000 scale=2.0000 norm=0.6596
[iter 400] loss=-3.7398 val_loss=0.0000 scale=2.0000 norm=0.6880
[iter 500] loss=-3.9372 val_loss=0.0000 scale=2.0000 norm=0.7120
[iter 600] loss=-4.1183 val_loss=0.0000 scale=1.0000 norm=0.3591
[iter 700] loss=-4.2742 val_loss=0.0000 scale=1.0000 norm=0.3671
[iter 800] loss=-4.4167 val_loss=0.0000 scale=1.0000 norm=0.3673
[iter 900] loss=-4.5353 val_loss=0.0000 scale=1.0000 norm=0.3699
[iter 1000] loss=-4.6201 val_loss=0.0000 scale=1.0000 norm=0.3789
[iter 1100] loss=-4.6991 val_loss=0.0000 scale=1.0000 norm=0.3831
[iter 1200] loss=-4.7658 val_loss=0.0000 scale=1.0000 norm=0.3878
[iter 1300] loss=-4.8182 val_loss=0.0000 scale=1.0000 norm=0.3965
[iter 1400] loss=-4.8719 val_loss=0.0000 scale=1.0000 norm=0.3984
[iter 1500] loss=-4.9244 val_loss=0.0000 scale=1.0000 norm=0.4005
[iter 1600] loss=-4.9652 val_loss=0.0000 scale=1.0000 norm=0.4066
[iter 1700] loss=-5.0014 val_loss=0.0000 scale=1.0000 norm=0.4117
[iter 1800] loss=-5.0359 val_loss=0.0000 scale=1.0000 norm=0.4129
[iter 1900] loss=-5.0664 val_loss=0.0000 scale=1.0000 norm=0.4164
[15/20] BestIter=2000 RMSE: Val=0.0022 Test=0.0021 NLL: Test=-4.9733
[iter 0] loss=-2.7996 val_loss=0.0000 scale=1.0000 norm=0.3857
[iter 100] loss=-3.0376 val_loss=0.0000 scale=1.0000 norm=0.3342
[iter 200] loss=-3.3016 val_loss=0.0000 scale=1.0000 norm=0.3228
[iter 300] loss=-3.5401 val_loss=0.0000 scale=1.0000 norm=0.3331
[iter 400] loss=-3.7597 val_loss=0.0000 scale=1.0000 norm=0.3431
[iter 500] loss=-3.9622 val_loss=0.0000 scale=1.0000 norm=0.3517
[iter 600] loss=-4.1370 val_loss=0.0000 scale=1.0000 norm=0.3594
[iter 700] loss=-4.2883 val_loss=0.0000 scale=1.0000 norm=0.3651
[iter 800] loss=-4.4177 val_loss=0.0000 scale=2.0000 norm=0.7364
[iter 900] loss=-4.5235 val_loss=0.0000 scale=1.0000 norm=0.3750
[iter 1000] loss=-4.6036 val_loss=0.0000 scale=1.0000 norm=0.3832
[iter 1100] loss=-4.6769 val_loss=0.0000 scale=1.0000 norm=0.3905
[iter 1200] loss=-4.7330 val_loss=0.0000 scale=1.0000 norm=0.3983
[iter 1300] loss=-4.7904 val_loss=0.0000 scale=1.0000 norm=0.3996
[iter 1400] loss=-4.8418 val_loss=0.0000 scale=1.0000 norm=0.4032
[iter 1500] loss=-4.8911 val_loss=0.0000 scale=0.5000 norm=0.2023
[iter 1600] loss=-4.9346 val_loss=0.0000 scale=1.0000 norm=0.4074
[iter 1700] loss=-4.9749 val_loss=0.0000 scale=1.0000 norm=0.4093
[iter 1800] loss=-5.0112 val_loss=0.0000 scale=1.0000 norm=0.4114
[iter 1900] loss=-5.0435 val_loss=0.0000 scale=1.0000 norm=0.4144
[iter 0] loss=-2.7991 val_loss=0.0000 scale=1.0000 norm=0.3865
[iter 100] loss=-3.0319 val_loss=0.0000 scale=2.0000 norm=0.6672
[iter 200] loss=-3.2964 val_loss=0.0000 scale=1.0000 norm=0.3234
[iter 300] loss=-3.5311 val_loss=0.0000 scale=1.0000 norm=0.3328
[iter 400] loss=-3.7393 val_loss=0.0000 scale=1.0000 norm=0.3446
[iter 500] loss=-3.9287 val_loss=0.0000 scale=1.0000 norm=0.3508
[iter 600] loss=-4.1092 val_loss=0.0000 scale=1.0000 norm=0.3571
[iter 700] loss=-4.2639 val_loss=0.0000 scale=2.0000 norm=0.7215
